HRGcode	HRGdesc	"Cardiac (0=No, 1=Yes, 2=Ambiguous)"	"ProcComplications (0=No, 1=Yes)"	Yr09	Yr10	Yr11	Yr12	Yr13	Yr14	Yr15	Yr16
EB07H	ARRHYTHMIA OR CONDUCTION DISORDERS WITH CC	1	0	1	1	1	1	1	1	1	1
EB07I	ARRHYTHMIA OR CONDUCTION DISORDERS WITHOUT CC	1	0	1	1	1	1	1	1	1	1
EB08H	SYNCOPE OR COLLAPSE WITH CC	1	0	1	1	1	1	1	1	1	1
EB08I	SYNCOPE OR COLLAPSE WITHOUT CC	1	0	1	1	1	1	1	1	1	1
EB09Z	NON INTERVENTIONAL CONGENITAL CARDIAC CONDITIONS	1	0	1	1	1	1	1	1	1	1
EB10Z	ACTUAL OR SUSPECTED MYOCARDIAL INFARCTION	1	0	1	1	1	1	1	1	1	1
EB11Z	DEEP VEIN THROMBOSIS	1	0	1	1	1					
FZ01A	COMPLEX OESOPHAGEAL PROCEDURES 19 YEARS AND OVER WITH CC	0	0	1	1	1	1	1	1	1	
FZ01B	COMPLEX OESOPHAGEAL PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0	1	1	1	1	1	1		
FZ01C	COMPLEX OESOPHAGEAL PROCEDURES 18 YEARS AND UNDER	0	0	1	1	1	1	1	1		
FZ02Z	VERY MAJOR OESOPHAGEAL PROCEDURES	0	0	1	1	1	1	1	1	1	
FZ03A	DIAGNOSTIC AND INTERMEDIATE PROCEDURES ON THE UPPER GI TRACT 19 YEARS AND OVER	0	0	1	1	1					
FZ03B	DIAGNOSTIC AND INTERMEDIATE PROCEDURES ON THE UPPER GI TRACT 18 YEARS AND UNDER	0	0	1	1	1					
FZ04A	VERY MAJOR STOMACH OR DUODENUM PROCEDURES WITH MAJOR CC	0	0	1	1	1	1	1	1	1	
FZ04B	VERY MAJOR STOMACH OR DUODENUM PROCEDURES WITHOUT MAJOR CC	0	0	1	1	1	1	1	1	1	
FZ05A	MAJOR STOMACH OR DUODENUM PROCEDURES 2 YEARS AND OVER WITH CC	0	0	1	1	1	1	1	1	1	
FZ05B	MAJOR STOMACH OR DUODENUM PROCEDURES 2 YEARS AND OVER WITHOUT CC	0	0	1	1	1	1	1	1	1	
FZ05C	MAJOR STOMACH OR DUODENUM PROCEDURES 1 YEAR AND UNDER	0	0	1	1	1	1	1	1		
FZ06A	VERY MAJOR SMALL INTESTINE PROCEDURES WITH CC	0	0	1	1	1	1				
FZ06B	VERY MAJOR SMALL INTESTINE PROCEDURES WITHOUT CC	0	0	1	1	1	1				
FZ07A	MAJOR SMALL INTESTINE PROCEDURES WITH CC	0	0	1	1	1	1				
FZ07B	MAJOR SMALL INTESTINE PROCEDURES WITHOUT CC	0	0	1	1	1	1				
FZ08A	COMPLEX LARGE INTESTINE PROCEDURES WITH MAJOR CC	0	0	1	1	1	1	1	1	1	
FZ08B	COMPLEX LARGE INTESTINE PROCEDURES WITHOUT MAJOR CC	0	0	1	1	1	1	1	1	1	
FZ09A	PROXIMAL COLON PROCEDURES WITH MAJOR CC	0	0	1	1	1	1	1	1	1	
FZ09B	PROXIMAL COLON PROCEDURES WITHOUT MAJOR CC	0	0	1	1	1	1	1	1	1	
FZ10A	DISTAL COLON PROCEDURES WITH MAJOR CC	0	0	1	1	1	1	1	1	1	
FZ10B	DISTAL COLON PROCEDURES WITHOUT MAJOR CC	0	0	1	1	1	1	1	1	1	
FZ11A	LARGE INTESTINE MAJOR PROCEDURES WITH MAJOR CC	0	0	1	1	1	1	1	1	1	
FZ11B	LARGE INTESTINE MAJOR PROCEDURES WITHOUT MAJOR CC	0	0	1	1	1	1	1	1	1	
FZ12A	GENERAL ABDOMINAL VERY MAJOR OR MAJOR PROCEDURES WITH MAJOR CC	0	0	1	1	1	1				
FZ12B	GENERAL ABDOMINAL VERY MAJOR OR MAJOR PROCEDURES WITH INTERMEDIATE CC	0	0	1	1	1	1				
FZ12C	GENERAL ABDOMINAL VERY MAJOR OR MAJOR PROCEDURES WITHOUT CC	0	0	1	1	1	1				
FZ12D	GENERAL ABDOMINAL VERY MAJOR OR MAJOR PROCEDURES 19 YEARS AND OVER WITH MAJOR CC	0	0				1	1	1		
FZ12D	MAJOR GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER WITH MAJOR CC	0	0							1	1
FZ12E	GENERAL ABDOMINAL VERY MAJOR OR MAJOR PROCEDURES 19 YEARS AND OVER WITH INTERMEDIATE CC	0	0				1	1	1		
FZ12E	MAJOR GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER WITH INTERMEDIATE CC	0	0							1	1
FZ12F	GENERAL ABDOMINAL VERY MAJOR OR MAJOR PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0				1	1	1		
FZ12F	MAJOR GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0							1	1
FZ12G	GENERAL ABDOMINAL VERY MAJOR OR MAJOR PROCEDURES 18 YEARS AND UNDER	0	0				1	1	1	1	
FZ12H	"MAJOR GENERAL ABDOMINAL PROCEDURES, BETWEEN 2 AND 18 YEARS WITH CC"	0	0						1	1	1
FZ12I	"MAJOR GENERAL ABDOMINAL PROCEDURES, BETWEEN 2 AND 18 YEARS WITHOUT CC"	0	0							1	1
FZ12J	"MAJOR GENERAL ABDOMINAL PROCEDURES, 1 YEAR AND UNDER WITH MAJOR CC"	0	0						1	1	1
FZ12K	"MAJOR GENERAL ABDOMINAL PROCEDURES, 1 YEAR AND UNDER WITHOUT MAJOR CC"	0	0						1	1	1
FZ13A	GENERAL ABDOMINAL DIAGNOSTIC PROCEDURES WITH CC	0	0	1	1	1					
FZ13B	GENERAL ABDOMINAL DIAGNOSTIC PROCEDURES WITHOUT CC	0	0	1	1	1					
FZ13C	"MINOR THERAPEUTIC OR DIAGNOSTIC, GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER"	0	0						1		
FZ13C	MINOR THERAPEUTIC OR DIAGNOSTIC GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER	0	0							1	1
FZ13D	"MINOR THERAPEUTIC OR DIAGNOSTIC, GENERAL ABDOMINAL PROCEDURES 18 YEARS AND UNDER"	0	0						1		
FZ13D	MINOR THERAPEUTIC OR DIAGNOSTIC GENERAL ABDOMINAL PROCEDURES 18 YEARS AND UNDER	0	0							1	1
FZ13Z	GENERAL ABDOMINAL DIAGNOSTIC PROCEDURES	0	0			1	1	1	1	1	
FZ14Z	COMPLEX PROCEDURES FOR INFLAMMATORY BOWEL DISEASE	0	0	1	1	1	1	1	1	1	
FZ15Z	MAJOR PROCEDURES FOR INFLAMMATORY BOWEL DISEASE	0	0	1	1	1	1	1	1	1	
FZ16Z	VERY MAJOR PROCEDURES FOR GASTROINTESTINAL BLEED	0	0	1	1	1	1	1	1		
FZ17A	ABDOMINAL HERNIA PROCEDURES 19 YEARS AND OVER WITH MAJOR CC	0	0	1	1	1	1	1	1	1	1
FZ17B	ABDOMINAL HERNIA PROCEDURES 19 YEARS AND OVER WITH INTERMEDIATE CC	0	0	1	1	1	1	1	1	1	1
FZ17C	ABDOMINAL HERNIA PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0	1	1	1	1	1	1	1	1
FZ17D	ABDOMINAL HERNIA PROCEDURES 18 YEARS AND UNDER	0	0	1	1	1	1	1	1	1	1
FZ18A	INGUINAL UMBILICAL OR FEMORAL HERNIA REPAIRS 19 YEARS AND OVER WITH MAJOR CC	0	0	1	1	1	1	1	1		
FZ18A	"INGUINAL, UMBILICAL OR FEMORAL HERNIA PROCEDURES 19 YEARS AND OVER WITH MAJOR CC"	0	0							1	1
FZ18B	INGUINAL UMBILICAL OR FEMORAL HERNIA REPAIRS 19 YEARS AND OVER WITH INTERMEDIATE CC	0	0	1	1	1	1	1	1		
FZ18B	"INGUINAL, UMBILICAL OR FEMORAL HERNIA PROCEDURES 19 YEARS AND OVER WITH INTERMEDIATE CC"	0	0							1	1
FZ18C	INGUINAL UMBILICAL OR FEMORAL HERNIA REPAIRS 19 YEARS AND OVER WITHOUT CC	0	0	1	1	1	1	1	1		
FZ18C	"INGUINAL, UMBILICAL OR FEMORAL HERNIA PROCEDURES 19 YEARS AND OVER WITHOUT CC"	0	0							1	1
FZ18D	INGUINAL UMBILICAL OR FEMORAL HERNIA REPAIRS 18 YEARS AND UNDER	0	0	1	1	1	1	1	1	1	
FZ18E	"INGUINAL, UMBILICAL OR FEMORAL HERNIA PROCEDURES, BETWEEN 2 AND 18 YEARS"	0	0							1	1
FZ18F	"INGUINAL, UMBILICAL OR FEMORAL HERNIA PROCEDURES, 1 YEAR AND UNDER"	0	0							1	1
FZ19A	"HERNIOTOMY PROCEDURES, 2 YEARS AND OVER"	0	0							1	1
FZ19B	"HERNIOTOMY PROCEDURES, 1 YEAR AND UNDER"	0	0							1	1
FZ19Z	HERNIOTOMY PROCEDURES	0	0	1	1	1	1	1	1	1	
FZ20A	APPENDICECTOMY PROCEDURES 19 YEARS AND OVER WITH MAJOR CC	0	0	1	1	1	1	1	1	1	1
FZ20B	APPENDICECTOMY PROCEDURES 19 YEARS AND OVER WITHOUT MAJOR CC	0	0	1	1	1	1	1	1	1	1
FZ20C	APPENDICECTOMY PROCEDURES 18 YEARS AND UNDER	0	0	1	1	1	1	1	1	1	
FZ20D	APPENDICECTOMY PROCEDURES 18 YEARS AND UNDER WITH MAJOR CC	0	0						1	1	1
FZ20E	APPENDICECTOMY PROCEDURES 18 YEARS AND UNDER WITHOUT MAJOR CC	0	0						1	1	1
FZ21A	MAJOR ANAL PROCEDURES 19 YEARS AND OVER	0	0						1	1	1
FZ21B	MAJOR ANAL PROCEDURES 18 YEARS AND UNDER	0	0						1	1	1
FZ21Z	MAJOR ANAL PROCEDURES	0	0	1	1	1	1	1	1	1	
FZ22A	INTERMEDIATE ANAL PROCEDURES 19 YEARS AND OVER	0	0	1	1	1	1	1	1	1	1
FZ22B	INTERMEDIATE ANAL PROCEDURES 18 YEARS AND UNDER	0	0	1	1	1	1	1	1	1	1
FZ23A	MINOR ANAL PROCEDURES 19 YEARS AND OVER	0	0						1	1	1
FZ23B	MINOR ANAL PROCEDURES 18 YEARS AND UNDER	0	0							1	1
FZ23Z	MINOR ANAL PROCEDURES	0	0	1	1	1	1	1	1	1	
FZ24A	MAJOR THERAPEUTIC OPEN OR ENDOSCOPIC PROCEDURES 19 YEARS AND OVER WITH MAJOR CC	0	0	1	1	1	1	1	1		
FZ24A	MAJOR THERAPEUTIC ENDOSCOPIC UPPER OR LOWER GI TRACT PROCEDURES 19 YEARS AND OVER WITH MAJOR CC	0	0							1	1
FZ24B	MAJOR THERAPEUTIC OPEN OR ENDOSCOPIC PROCEDURES 19 YEARS AND OVER WITH INTERMEDIATE CC	0	0	1	1	1	1	1	1		
FZ24B	MAJOR THERAPEUTIC ENDOSCOPIC UPPER OR LOWER GI TRACT PROCEDURES 19 YEARS AND OVER WITH INTERMEDIATE CC	0	0							1	1
FZ24C	MAJOR THERAPEUTIC OPEN OR ENDOSCOPIC PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0	1	1	1	1	1	1		
FZ24C	MAJOR THERAPEUTIC ENDOSCOPIC UPPER OR LOWER GI TRACT PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0							1	1
FZ24D	MAJOR THERAPEUTIC OPEN OR ENDOSCOPIC PROCEDURES 18 YEARS AND UNDER	0	0	1	1	1	1	1	1		
FZ24E	"MAJOR THERAPEUTIC ENDOSCOPIC UPPER OR LOWER GI TRACT PROCEDURES, BETWEEN 2 AND 18 YEARS"	0	0							1	1
FZ24F	"MAJOR THERAPEUTIC ENDOSCOPIC UPPER OR LOWER GI TRACT PROCEDURES, 1 YEAR AND UNDER"	0	0							1	1
FZ25A	THERAPEUTIC ENDOSCOPIC OR INTERMEDIATE STOMACH OR DUODENUM PROCEDURES 19 YEARS AND OVER	0	0	1	1	1	1	1	1	1	
FZ25B	THERAPEUTIC ENDOSCOPIC OR INTERMEDIATE STOMACH OR DUODENUM PROCEDURES 18 YEARS AND UNDER	0	0	1	1	1	1	1	1	1	
FZ26A	ENDOSCOPIC OR INTERMEDIATE LARGE INTESTINE PROCEDURES 19 YEARS AND OVER	0	0	1	1	1					
FZ26B	ENDOSCOPIC OR INTERMEDIATE LARGE INTESTINE PROCEDURES 18 YEARS AND UNDER	0	0	1	1	1					
FZ27A	ENDOSCOPIC OR INTERMEDIATE GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER WITH MAJOR CC	0	0	1	1	1	1	1	1		
FZ27A	INTERMEDIATE THERAPEUTIC GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER WITH MAJOR CC	0	0							1	1
FZ27B	ENDOSCOPIC OR INTERMEDIATE GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER WITH INTERMEDIATE CC	0	0	1	1	1	1	1	1		
FZ27B	INTERMEDIATE THERAPEUTIC GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER WITH INTERMEDIATE CC	0	0							1	1
FZ27C	ENDOSCOPIC OR INTERMEDIATE GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0	1	1	1	1	1	1		
FZ27C	INTERMEDIATE THERAPEUTIC GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0							1	1
FZ27D	ENDOSCOPIC OR INTERMEDIATE GENERAL ABDOMINAL PROCEDURES 18 YEARS AND UNDER	0	0	1	1	1	1	1	1		
FZ27D	INTERMEDIATE THERAPEUTIC GENERAL ABDOMINAL PROCEDURES 18 YEARS AND UNDER	0	0							1	1
FZ28A	ENDOSCOPIC OR INTERMEDIATE PROCEDURES FOR INFLAMMATORY BOWEL DISEASE 19 YEARS AND OVER WITH CC	0	0	1	1	1	1	1	1	1	
FZ28B	ENDOSCOPIC OR INTERMEDIATE PROCEDURES FOR INFLAMMATORY BOWEL DISEASE 19 YEARS AND OVER WITHOUT CC	0	0	1	1	1	1	1	1	1	
FZ28C	ENDOSCOPIC OR INTERMEDIATE PROCEDURES FOR INFLAMMATORY BOWEL DISEASE 18 YEARS AND UNDER	0	0	1	1	1	1	1	1	1	
FZ29Z	MAJOR OR THERAPEUTIC ENDOSCOPIC PROCEDURES FOR GASTROINTESTINAL BLEED	0	0	1	1	1	1	1	1	1	
FZ30Z	DIAGNOSTIC ENDOSCOPIC OR INTERMEDIATE PROCEDURES FOR GASTROINTESTINAL BLEED	0	0	1	1	1	1	1	1	1	
FZ31A	DISORDERS OF THE OESOPHAGUS WITH MAJOR CC	0	0	1	1						
FZ31B	DISORDERS OF THE OESOPHAGUS WITH INTERMEDIATE CC	0	0	1	1						
FZ31C	DISORDERS OF THE OESOPHAGUS WITHOUT CC	0	0	1	1						
FZ31D	DISORDERS OF THE OESOPHAGUS WITH LENGTH OF STAY 1 DAY OR MORE WITH MAJOR CC	0	0		1	1					
FZ31D	DISORDERS OF THE OESOPHAGUS WITH LENGTH OF STAY 2 DAYS OR MORE WITH MAJOR CC	0	0				1	1	1	1	1
FZ31E	DISORDERS OF THE OESOPHAGUS WITH LENGTH OF STAY 1 DAY OR MORE WITHOUT MAJOR CC	0	0		1	1					
FZ31E	DISORDERS OF THE OESOPHAGUS WITH LENGTH OF STAY 2 DAYS OR MORE WITHOUT MAJOR CC	0	0				1	1	1	1	1
FZ31F	DISORDERS OF THE OESOPHAGUS WITH LENGTH OF STAY 0 DAYS	0	0		1	1	1				
FZ31F	DISORDERS OF THE OESOPHAGUS WITH LENGTH OF STAY 1 DAY OR LESS	0	0					1	1	1	1
FZ32A	STOMACH OR DUODENUM DISORDERS WITH MAJOR CC	0	0	1	1						
FZ32B	STOMACH OR DUODENUM DISORDERS WITH INTERMEDIATE CC	0	0	1	1						
FZ32C	STOMACH OR DUODENUM DISORDERS WITHOUT CC	0	0	1	1						
FZ33A	"SMALL INTESTINAL DISORDERS, EXCLUDING INFLAMMATORY BOWEL DISEASE WITH CC"	0	0	1	1						
FZ33B	"SMALL INTESTINAL DISORDERS, EXCLUDING INFLAMMATORY BOWEL DISEASE WITHOUT CC"	0	0	1	1						
FZ33C	"SMALL INTESTINAL DISORDERS, EXCLUDING INFLAMMATORY BOWEL DISEASE WITH LENGTH OF STAY 1 DAY OR MORE WITH CC"	0	0		1	1					
FZ33C	"SMALL INTESTINAL DISORDERS, EXCLUDING INFLAMMATORY BOWEL DISEASE WITH LENGTH OF STAY 2 DAYS OR MORE WITH CC"	0	0				1	1	1	1	1
FZ33D	"SMALL INTESTINAL DISORDERS, EXCLUDING INFLAMMATORY BOWEL DISEASE WITH LENGTH OF STAY 1 DAY OR MORE WITHOUT CC"	0	0		1	1					
FZ33D	"SMALL INTESTINAL DISORDERS, EXCLUDING INFLAMMATORY BOWEL DISEASE WITH LENGTH OF STAY 2 DAYS OR MORE WITHOUT CC"	0	0				1	1	1	1	1
FZ33E	"SMALL INTESTINAL DISORDERS, EXCLUDING INFLAMMATORY BOWEL DISEASE WITH LENGTH OF STAY 0 DAYS"	0	0		1	1					
FZ33E	"SMALL INTESTINAL DISORDERS, EXCLUDING INFLAMMATORY BOWEL DISEASE WITH LENGTH OF STAY 1 DAY OR LESS"	0	0				1	1	1	1	1
FZ34A	LARGE INTESTINAL DISORDERS WITH MAJOR CC	0	0	1	1						
FZ34B	LARGE INTESTINAL DISORDERS WITH INTERMEDIATE CC	0	0	1	1						
FZ34C	LARGE INTESTINAL DISORDERS WITHOUT CC	0	0	1	1						
FZ35A	GENERAL ABDOMINAL DISORDERS WITH MAJOR CC	0	0	1	1						
FZ35B	GENERAL ABDOMINAL DISORDERS WITH INTERMEDIATE CC	0	0	1	1						
FZ35C	GENERAL ABDOMINAL DISORDERS WITHOUT CC	0	0	1	1						
FZ36A	INTESTINAL INFECTIOUS DISORDERS WITH MAJOR CC	0	0	1	1						
FZ36B	INTESTINAL INFECTIOUS DISORDERS WITH INTERMEDIATE CC	0	0	1	1						
FZ36C	INTESTINAL INFECTIOUS DISORDERS WITHOUT CC	0	0	1	1						
FZ36D	INTESTINAL INFECTIOUS DISORDERS WITH LENGTH OF STAY 1 DAY OR MORE WITH MAJOR CC	0	0		1	1					
FZ36D	INTESTINAL INFECTIOUS DISORDERS WITH LENGTH OF STAY 2 DAYS OR MORE WITH MAJOR CC	0	0				1	1	1	1	1
FZ36E	INTESTINAL INFECTIOUS DISORDERS WITH LENGTH OF STAY 1 DAY OR MORE WITHOUT MAJOR CC	0	0		1	1					
FZ36E	INTESTINAL INFECTIOUS DISORDERS WITH LENGTH OF STAY 2 DAYS OR MORE WITHOUT MAJOR CC	0	0				1	1	1	1	1
FZ36F	INTESTINAL INFECTIOUS DISORDERS WITH LENGTH OF STAY 0 DAYS	0	0		1	1					
FZ36F	INTESTINAL INFECTIOUS DISORDERS WITH LENGTH OF STAY 1 DAY OR LESS	0	0				1	1	1	1	1
FZ37A	INFLAMMATORY BOWEL DISEASE WITH MAJOR CC	0	0	1	1						
FZ37B	INFLAMMATORY BOWEL DISEASE WITH INTERMEDIATE CC	0	0	1	1						
FZ37C	INFLAMMATORY BOWEL DISEASE WITHOUT CC	0	0	1	1						
FZ37D	INFLAMMATORY BOWEL DISEASE WITH LENGTH OF STAY 1 DAY OR MORE WITH MAJOR CC	0	0		1	1					
FZ37E	INFLAMMATORY BOWEL DISEASE WITH LENGTH OF STAY 1 DAY OR MORE WITHOUT MAJOR CC	0	0		1	1					
FZ37F	INFLAMMATORY BOWEL DISEASE WITH LENGTH OF STAY 0 DAYS	0	0		1	1					
FZ37F	INFLAMMATORY BOWEL DISEASE WITH LENGTH OF STAY 1 DAY OR LESS	0	0				1	1	1	1	1
FZ37G	INFLAMMATORY BOWEL DISEASE WITH LENGTH OF STAY 2 DAYS OR MORE WITH MAJOR CC WITH INTERVENTIONS	0	0			1	1	1	1		
FZ37G	"INFLAMMATORY BOWEL DISEASE, WITH LENGTH OF STAY 2 DAYS OR MORE WITH INTERVENTIONS WITH MAJOR CC"	0	0							1	1
FZ37H	INFLAMMATORY BOWEL DISEASE WITH LENGTH OF STAY 2 DAYS OR MORE WITH MAJOR CC WITHOUT INTERVENTIONS	0	0			1	1	1	1		
FZ37H	"INFLAMMATORY BOWEL DISEASE, WITH LENGTH OF STAY 2 DAYS OR MORE WITHOUT INTERVENTIONS WITH MAJOR CC"	0	0							1	1
FZ37I	INFLAMMATORY BOWEL DISEASE WITH LENGTH OF STAY 2 DAYS OR MORE WITHOUT MAJOR CC WITH INTERVENTIONS	0	0			1	1	1	1		
FZ37I	"INFLAMMATORY BOWEL DISEASE, WITH LENGTH OF STAY 2 DAYS OR MORE WITH INTERVENTIONS WITHOUT MAJOR CC"	0	0							1	1
FZ37J	INFLAMMATORY BOWEL DISEASE WITH LENGTH OF STAY 2 DAYS OR MORE WITHOUT MAJOR CC WITHOUT INTERVENTIONS	0	0			1	1	1	1		
FZ37J	"INFLAMMATORY BOWEL DISEASE, WITH LENGTH OF STAY 2 DAYS OR MORE WITHOUT INTERVENTIONS WITHOUT MAJOR CC"	0	0							1	1
FZ38A	GASTROINTESTINAL BLEED WITH MAJOR CC	0	0	1	1						
FZ38B	GASTROINTESTINAL BLEED WITH INTERMEDIATE CC	0	0	1	1						
FZ38C	GASTROINTESTINAL BLEED WITHOUT CC	0	0	1	1						
FZ38D	GASTROINTESTINAL BLEED WITH LENGTH OF STAY 1 DAY OR MORE WITH MAJOR CC	0	0		1	1					
FZ38D	GASTROINTESTINAL BLEED WITH LENGTH OF STAY 2 DAYS OR MORE WITH MAJOR CC	0	0				1	1	1	1	1
FZ38E	GASTROINTESTINAL BLEED WITH LENGTH OF STAY 1 DAY OR MORE WITHOUT MAJOR CC	0	0		1	1					
FZ38E	GASTROINTESTINAL BLEED WITH LENGTH OF STAY 2 DAYS OR MORE WITHOUT MAJOR CC	0	0				1	1	1	1	1
FZ38F	GASTROINTESTINAL BLEED WITH LENGTH OF STAY 0 DAYS	0	0		1	1					
FZ38F	GASTROINTESTINAL BLEED WITH LENGTH OF STAY 1 DAY OR LESS	0	0				1	1	1	1	1
FZ39A	HERNIA DISORDERS WITH MAJOR CC	0	0	1	1						
FZ39B	HERNIA DISORDERS WITH INTERMEDIATE CC	0	0	1	1						
FZ39C	HERNIA DISORDERS WITHOUT CC	0	0	1	1						
FZ39D	HERNIA DISORDERS WITH LENGTH OF STAY 1 DAY OR MORE WITH MAJOR CC	0	0		1	1					
FZ39D	HERNIA DISORDERS WITH LENGTH OF STAY 2 DAYS OR MORE WITH MAJOR CC	0	0				1	1	1	1	1
FZ39E	HERNIA DISORDERS WITH LENGTH OF STAY 1 DAY OR MORE WITHOUT MAJOR CC	0	0		1	1					
FZ39E	HERNIA DISORDERS WITH LENGTH OF STAY 2 DAYS OR MORE WITHOUT MAJOR CC	0	0				1	1	1	1	1
FZ39F	HERNIA DISORDERS WITH LENGTH OF STAY 0 DAYS	0	0		1	1					
FZ39F	HERNIA DISORDERS WITH LENGTH OF STAY 1 DAY OR LESS	0	0				1	1	1	1	1
FZ40A	APPENDIX DISORDERS WITH LENGTH OF STAY 1 DAY OR MORE	0	0		1	1					
FZ40A	APPENDIX DISORDERS WITH LENGTH OF STAY 2 DAYS OR MORE	0	0				1	1	1	1	1
FZ40B	APPENDIX DISORDERS WITH LENGTH OF STAY 0 DAYS	0	0		1	1					
FZ40B	APPENDIX DISORDERS WITH LENGTH OF STAY 1 DAY OR LESS	0	0				1	1	1	1	1
FZ40Z	APPENDIX DISORDERS	0	0	1	1						
FZ41A	ANAL DISORDERS WITH MAJOR CC	0	0	1	1						
FZ41B	ANAL DISORDERS WITH INTERMEDIATE CC	0	0	1	1						
FZ41C	ANAL DISORDERS WITHOUT CC	0	0	1	1						
FZ41D	ANAL DISORDERS WITH LENGTH OF STAY 1 DAY OR MORE WITH MAJOR CC	0	0		1	1					
FZ41D	ANAL DISORDERS WITH LENGTH OF STAY 2 DAYS OR MORE WITH MAJOR CC	0	0				1	1	1	1	1
FZ41E	ANAL DISORDERS WITH LENGTH OF STAY 1 DAY OR MORE WITHOUT MAJOR CC	0	0		1	1					
FZ41E	ANAL DISORDERS WITH LENGTH OF STAY 2 DAYS OR MORE WITHOUT MAJOR CC	0	0				1	1	1	1	1
FZ41F	ANAL DISORDERS WITH LENGTH OF STAY 0 DAYS	0	0		1	1					
FZ41F	ANAL DISORDERS WITH LENGTH OF STAY 1 DAY OR LESS	0	0				1	1	1	1	1
FZ42A	WIRELESS CAPSULE ENDOSCOPY 19 YEARS AND OVER	0	0						1	1	1
FZ42B	WIRELESS CAPSULE ENDOSCOPY 18 YEARS AND UNDER	0	0							1	1
FZ42Z	WIRELESS CAPSULE ENDOSCOPY	0	0		1	1	1	1	1	1	
FZ43A	NON MALIGNANT STOMACH OR DUODENUM DISORDERS WITH LENGTH OF STAY 1 DAY OR MORE WITH MAJOR CC	0	0		1	1					
FZ43A	NON MALIGNANT STOMACH OR DUODENUM DISORDERS WITH LENGTH OF STAY 2 DAYS OR MORE WITH MAJOR CC	0	0				1	1	1	1	1
FZ43B	NON MALIGNANT STOMACH OR DUODENUM DISORDERS WITH LENGTH OF STAY 1 DAY OR MORE WITHOUT MAJOR CC	0	0		1	1					
FZ43B	NON MALIGNANT STOMACH OR DUODENUM DISORDERS WITH LENGTH OF STAY 2 DAYS OR MORE WITHOUT MAJOR CC	0	0				1	1	1	1	1
FZ43C	NON MALIGNANT STOMACH OR DUODENUM DISORDERS WITH LENGTH OF STAY 0 DAYS	0	0		1	1					
FZ43C	NON MALIGNANT STOMACH OR DUODENUM DISORDERS WITH LENGTH OF STAY 1 DAY OR LESS	0	0				1	1	1	1	1
FZ44A	MALIGNANT STOMACH OR DUODENUM DISORDERS WITH LENGTH OF STAY 1 DAY OR MORE WITH MAJOR CC	0	0		1	1					
FZ44A	MALIGNANT STOMACH OR DUODENUM DISORDERS WITH LENGTH OF STAY 2 DAYS OR MORE WITH MAJOR CC	0	0				1	1	1	1	1
FZ44B	MALIGNANT STOMACH OR DUODENUM DISORDERS WITH LENGTH OF STAY 1 DAY OR MORE WITHOUT MAJOR CC	0	0		1	1					
FZ44B	MALIGNANT STOMACH OR DUODENUM DISORDERS WITH LENGTH OF STAY 2 DAYS OR MORE WITHOUT MAJOR CC	0	0				1	1	1	1	1
FZ44C	MALIGNANT STOMACH OR DUODENUM DISORDERS WITH LENGTH OF STAY 0 DAYS	0	0		1	1					
FZ44C	MALIGNANT STOMACH OR DUODENUM DISORDERS WITH LENGTH OF STAY 1 DAY OR LESS	0	0				1	1	1	1	1
FZ45A	NON MALIGNANT LARGE INTESTINAL DISORDERS WITH LENGTH OF STAY 1 DAY OR MORE WITH MAJOR CC	0	0		1	1					
FZ45A	NON MALIGNANT LARGE INTESTINAL DISORDERS WITH LENGTH OF STAY 2 DAYS OR MORE WITH MAJOR CC	0	0				1	1	1	1	1
FZ45B	NON MALIGNANT LARGE INTESTINAL DISORDERS WITH LENGTH OF STAY 1 DAY OR MORE WITHOUT MAJOR CC	0	0		1	1					
FZ45B	NON MALIGNANT LARGE INTESTINAL DISORDERS WITH LENGTH OF STAY 2 DAYS OR MORE WITHOUT MAJOR CC	0	0				1	1	1	1	1
FZ45C	NON MALIGNANT LARGE INTESTINAL DISORDERS WITH LENGTH OF STAY 0 DAYS	0	0		1	1					
FZ45C	NON MALIGNANT LARGE INTESTINAL DISORDERS WITH LENGTH OF STAY 1 DAY OR LESS	0	0				1	1	1	1	1
FZ46A	MALIGNANT LARGE INTESTINAL DISORDERS WITH LENGTH OF STAY 1 DAY OR MORE WITH MAJOR CC	0	0		1	1					
