HRGcode	HRGdesc	"Cardiac (0=No, 1=Yes, 2=Ambiguous)"	"ProcComplications (0=No, 1=Yes)"	Yr17
EY04A	IMPLANTATION OF BIVENTRICULAR PACEMAKER WITH CC SCORE 6+	1	0	1
EY04B	IMPLANTATION OF BIVENTRICULAR PACEMAKER WITH CC SCORE 0 5	1	0	1
EY05A	IMPLANTATION OF DUAL CHAMBER PACEMAKER WITH OTHER PERCUTANEOUS INTERVENTION WITH CC SCORE 6	1	0	1
EY05B	IMPLANTATION OF DUAL CHAMBER PACEMAKER WITH OTHER PERCUTANEOUS INTERVENTION WITH CC SCORE 0 5	1	0	1
EY06A	IMPLANTATION OF DUAL CHAMBER PACEMAKER WITH CC SCORE 12+	1	0	1
EY06B	IMPLANTATION OF DUAL CHAMBER PACEMAKER WITH CC SCORE 9 11	1	0	1
EY06C	IMPLANTATION OF DUAL CHAMBER PACEMAKER WITH CC SCORE 6 8	1	0	1
EY06D	IMPLANTATION OF DUAL CHAMBER PACEMAKER WITH CC SCORE 3 5	1	0	1
EY06E	IMPLANTATION OF DUAL CHAMBER PACEMAKER WITH CC SCORE 0 2	1	0	1
EY07A	IMPLANTATION OF SINGLE CHAMBER PACEMAKER WITH OTHER PERCUTANEOUS INTERVENTION WITH CC SCORE 6	1	0	1
EY07B	IMPLANTATION OF SINGLE CHAMBER PACEMAKER WITH OTHER PERCUTANEOUS INTERVENTION WITH CC SCORE 0 5	1	0	1
EY08A	IMPLANTATION OF SINGLE CHAMBER PACEMAKER WITH CC SCORE 12+	1	0	1
EY08B	IMPLANTATION OF SINGLE CHAMBER PACEMAKER WITH CC SCORE 9 11	1	0	1
EY08C	IMPLANTATION OF SINGLE CHAMBER PACEMAKER WITH CC SCORE 6 8	1	0	1
EY08D	IMPLANTATION OF SINGLE CHAMBER PACEMAKER WITH CC SCORE 3 5	1	0	1
EY08E	IMPLANTATION OF SINGLE CHAMBER PACEMAKER WITH CC SCORE 0 2	1	0	1
EY09A	REMOVAL OF CARDIAC PACEMAKER OR CARDIOVERTER DEFIBRILLATOR WITH CC SCORE 6	1	0	1
EY09B	REMOVAL OF CARDIAC PACEMAKER OR CARDIOVERTER DEFIBRILLATOR WITH CC SCORE 0 5	1	0	1
EY10A	ATTENTION TO CARDIAC PACEMAKER OR CARDIOVERTER DEFIBRILLATOR WITH CC SCORE 6	1	0	1
EY10B	ATTENTION TO CARDIAC PACEMAKER OR CARDIOVERTER DEFIBRILLATOR WITH CC SCORE 0 5	1	0	1
EY11Z	TESTING OF CARDIAC PACEMAKER OR CARDIOVERTER DEFIBRILLATOR	1	0	1
EY12A	IMPLANTATION OF ELECTROCARDIOGRAPHY LOOP RECORDER WITH CC SCORE 3+	1	0	1
EY12B	IMPLANTATION OF ELECTROCARDIOGRAPHY LOOP RECORDER WITH CC SCORE 0 2	1	0	1
EY13Z	REMOVAL OF ELECTROCARDIOGRAPHY LOOP RECORDER	1	0	1
EY20A	 USING OTHER APPROACH WITH CC SCORE 8	1	0	1
EY20B	 USING OTHER APPROACH WITH CC SCORE 0 7	1	0	1
EY21A	 USING TRANSFEMORAL APPROACH WITH CC SCORE 8	1	0	1
EY21B	 USING TRANSFEMORAL APPROACH WITH CC SCORE 0 7	1	0	1
EY22A	COMPLEX OTHER PERCUTANEOUS TRANSLUMINAL REPAIR OF ACQUIRED DEFECT OF HEART WITH CC SCORE 10+	1	0	1
EY22B	COMPLEX OTHER PERCUTANEOUS TRANSLUMINAL REPAIR OF ACQUIRED DEFECT OF HEART WITH CC SCORE 5 9	1	0	1
EY22C	COMPLEX OTHER PERCUTANEOUS TRANSLUMINAL REPAIR OF ACQUIRED DEFECT OF HEART WITH CC SCORE 0 4	1	0	1
EY23A	STANDARD OTHER PERCUTANEOUS TRANSLUMINAL REPAIR OF ACQUIRED DEFECT OF HEART WITH CC SCORE 10+	1	0	1
EY23B	STANDARD OTHER PERCUTANEOUS TRANSLUMINAL REPAIR OF ACQUIRED DEFECT OF HEART WITH CC SCORE 5 9	1	0	1
EY23C	STANDARD OTHER PERCUTANEOUS TRANSLUMINAL REPAIR OF ACQUIRED DEFECT OF HEART WITH CC SCORE 0 4	1	0	1
EY30A	COMPLEX PERCUTANEOUS TRANSLUMINAL ABLATION OF HEART WITH CC SCORE 3+	1	0	1
EY30B	COMPLEX PERCUTANEOUS TRANSLUMINAL ABLATION OF HEART WITH CC SCORE 0 2	1	0	1
EY31A	STANDARD PERCUTANEOUS TRANSLUMINAL ABLATION OF HEART WITH CC SCORE 3+	1	0	1
EY31B	STANDARD PERCUTANEOUS TRANSLUMINAL ABLATION OF HEART WITH CC SCORE 0 2	1	0	1
EY32A	PERCUTANEOUS DIAGNOSTIC ELECTROPHYSIOLOGY STUDIES WITH CC SCORE 2+	1	0	1
EY32B	PERCUTANEOUS DIAGNOSTIC ELECTROPHYSIOLOGY STUDIES WITH CC SCORE 0 1	1	0	1
EY40A	COMPLEX PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY WITH CC SCORE 12+	1	0	1
EY40B	COMPLEX PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY WITH CC SCORE 8 11	1	0	1
EY40C	COMPLEX PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY WITH CC SCORE 4 7	1	0	1
EY40D	COMPLEX PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY WITH CC SCORE 0 3	1	0	1
EY41A	STANDARD PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY WITH CC SCORE 12+	1	0	1
EY41B	STANDARD PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY WITH CC SCORE 8 11	1	0	1
EY41C	STANDARD PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY WITH CC SCORE 4 7	1	0	1
EY41D	STANDARD PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY WITH CC SCORE 0 3	1	0	1
EY42A	COMPLEX CARDIAC CATHETERISATION WITH CC SCORE 7+	1	0	1
EY42B	COMPLEX CARDIAC CATHETERISATION WITH CC SCORE 4 6	1	0	1
EY42C	COMPLEX CARDIAC CATHETERISATION WITH CC SCORE 2 3	1	0	1
EY42D	COMPLEX CARDIAC CATHETERISATION WITH CC SCORE 0 1	1	0	1
EY43A	STANDARD CARDIAC CATHETERISATION WITH CC SCORE 13+	1	0	1
EY43B	STANDARD CARDIAC CATHETERISATION WITH CC SCORE 10 12	1	0	1
EY43C	STANDARD CARDIAC CATHETERISATION WITH CC SCORE 7 9	1	0	1
EY43D	STANDARD CARDIAC CATHETERISATION WITH CC SCORE 4 6	1	0	1
EY43E	STANDARD CARDIAC CATHETERISATION WITH CC SCORE 2 3	1	0	1
EY43F	STANDARD CARDIAC CATHETERISATION WITH CC SCORE 0 1	1	0	1
EY50Z	COMPLEX ECHOCARDIOGRAM	1	0	1
EY51Z	ELECTROCARDIOGRAM MONITORING OR STRESS TESTING	1	0	1
FZ12L	MAJOR GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER WITH CC SCORE 10	0	0	1
FZ12M	MAJOR GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER WITH CC SCORE 6 9	0	0	1
FZ12N	MAJOR GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER WITH CC SCORE 3 5	0	0	1
FZ12P	MAJOR GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER WITH CC SCORE 1 2	0	0	1
FZ12Q	MAJOR GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0	0	0	1
FZ12R	"MAJOR GENERAL ABDOMINAL PROCEDURES, BETWEEN 2 AND 18 YEARS WITH CC SCORE 1"	0	0	1
FZ12S	"MAJOR GENERAL ABDOMINAL PROCEDURES, BETWEEN 2 AND 18 YEARS WITH CC SCORE 0"	0	0	1
FZ12T	"MAJOR GENERAL ABDOMINAL PROCEDURES, 1 YEAR AND UNDER WITH CC SCORE 2"	0	0	1
FZ12U	"MAJOR GENERAL ABDOMINAL PROCEDURES, 1 YEAR AND UNDER WITH CC SCORE 0 1"	0	0	1
FZ13C	"MINOR THERAPEUTIC OR DIAGNOSTIC, GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER"	0	0	1
FZ13D	"MINOR THERAPEUTIC OR DIAGNOSTIC, GENERAL ABDOMINAL PROCEDURES 18 YEARS AND UNDER"	0	0	1
FZ17D	ABDOMINAL HERNIA PROCEDURES 18 YEARS AND UNDER	0	0	1
FZ17E	ABDOMINAL HERNIA PROCEDURES 19 YEARS AND OVER WITH CC SCORE 4	0	0	1
FZ17F	ABDOMINAL HERNIA PROCEDURES 19 YEARS AND OVER WITH CC SCORE 1 3	0	0	1
FZ17G	ABDOMINAL HERNIA PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0	0	0	1
FZ18E	"INGUINAL, UMBILICAL OR FEMORAL HERNIA PROCEDURES, BETWEEN 2 AND 18 YEARS"	0	0	1
FZ18F	"INGUINAL, UMBILICAL OR FEMORAL HERNIA PROCEDURES, 1 YEAR AND UNDER"	0	0	1
FZ18G	"INGUINAL, UMBILICAL OR FEMORAL HERNIA PROCEDURES 19 YEARS AND OVER WITH CC SCORE 6"	0	0	1
FZ18H	"INGUINAL, UMBILICAL OR FEMORAL HERNIA PROCEDURES 19 YEARS AND OVER WITH CC SCORE 3 5"	0	0	1
FZ18J	"INGUINAL, UMBILICAL OR FEMORAL HERNIA PROCEDURES 19 YEARS AND OVER WITH CC SCORE 1 2"	0	0	1
FZ18K	"INGUINAL, UMBILICAL OR FEMORAL HERNIA PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0"	0	0	1
FZ19A	"HERNIOTOMY PROCEDURES, 2 YEARS AND OVER"	0	0	1
FZ19B	"HERNIOTOMY PROCEDURES, 1 YEAR AND UNDER"	0	0	1
FZ20F	APPENDICECTOMY PROCEDURES 19 YEARS AND OVER WITH CC SCORE 5	0	0	1
FZ20G	APPENDICECTOMY PROCEDURES 19 YEARS AND OVER WITH CC SCORE 3 4	0	0	1
FZ20H	APPENDICECTOMY PROCEDURES 19 YEARS AND OVER WITH CC SCORE 1 2	0	0	1
FZ20J	APPENDICECTOMY PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0	0	0	1
FZ20K	APPENDICECTOMY PROCEDURES 18 YEARS AND UNDER WITH CC SCORE 3	0	0	1
FZ20L	APPENDICECTOMY PROCEDURES 18 YEARS AND UNDER WITH CC SCORE 1 2	0	0	1
FZ20M	APPENDICECTOMY PROCEDURES 18 YEARS AND UNDER WITH CC SCORE 0	0	0	1
FZ21B	MAJOR ANAL PROCEDURES 18 YEARS AND UNDER	0	0	1
FZ21C	MAJOR ANAL PROCEDURES 19 YEARS AND OVER WITH CC SCORE 1	0	0	1
FZ21D	MAJOR ANAL PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0	0	0	1
FZ22B	INTERMEDIATE ANAL PROCEDURES 18 YEARS AND UNDER	0	0	1
FZ22C	INTERMEDIATE ANAL PROCEDURES 19 YEARS AND OVER WITH CC SCORE 3	0	0	1
FZ22D	INTERMEDIATE ANAL PROCEDURES 19 YEARS AND OVER WITH CC SCORE 1 2	0	0	1
FZ22E	INTERMEDIATE ANAL PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0	0	0	1
FZ23A	MINOR ANAL PROCEDURES 19 YEARS AND OVER	0	0	1
FZ23B	MINOR ANAL PROCEDURES 18 YEARS AND UNDER	0	0	1
FZ24E	"MAJOR THERAPEUTIC ENDOSCOPIC, UPPER OR LOWER GASTROINTESTINAL TRACT PROCEDURES, BETWEEN 2 AND 18 YEARS"	0	0	1
FZ24F	"MAJOR THERAPEUTIC ENDOSCOPIC, UPPER OR LOWER GASTROINTESTINAL TRACT PROCEDURES, 1 YEAR AND UNDER"	0	0	1
FZ24G	"MAJOR THERAPEUTIC ENDOSCOPIC, UPPER OR LOWER GASTROINTESTINAL TRACT PROCEDURES 19 YEARS AND OVER WITH CC SCORE 3"	0	0	1
FZ24H	"MAJOR THERAPEUTIC ENDOSCOPIC, UPPER OR LOWER GASTROINTESTINAL TRACT PROCEDURES 19 YEARS AND OVER WITH CC SCORE 1 2"	0	0	1
FZ24J	"MAJOR THERAPEUTIC ENDOSCOPIC, UPPER OR LOWER GASTROINTESTINAL TRACT PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0"	0	0	1
FZ27D	INTERMEDIATE THERAPEUTIC GENERAL ABDOMINAL PROCEDURES 18 YEARS AND UNDER	0	0	1
FZ27E	INTERMEDIATE THERAPEUTIC GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER WITH CC SCORE 3	0	0	1
FZ27F	INTERMEDIATE THERAPEUTIC GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER WITH CC SCORE 1 2	0	0	1
FZ27G	INTERMEDIATE THERAPEUTIC GENERAL ABDOMINAL PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0	0	0	1
FZ36G	GASTROINTESTINAL INFECTIONS WITH MULTIPLE INTERVENTIONS WITH CC SCORE 4	0	0	1
FZ36H	GASTROINTESTINAL INFECTIONS WITH MULTIPLE INTERVENTIONS WITH CC SCORE 0 3	0	0	1
FZ36J	GASTROINTESTINAL INFECTIONS WITH SINGLE INTERVENTION WITH CC SCORE 5	0	0	1
FZ36K	GASTROINTESTINAL INFECTIONS WITH SINGLE INTERVENTION WITH CC SCORE 2 4	0	0	1
FZ36L	GASTROINTESTINAL INFECTIONS WITH SINGLE INTERVENTION WITH CC SCORE 0 1	0	0	1
FZ36M	GASTROINTESTINAL INFECTIONS WITHOUT INTERVENTIONS WITH CC SCORE 8	0	0	1
FZ36N	GASTROINTESTINAL INFECTIONS WITHOUT INTERVENTIONS WITH CC SCORE 5 7	0	0	1
FZ36P	GASTROINTESTINAL INFECTIONS WITHOUT INTERVENTIONS WITH CC SCORE 2 4	0	0	1
FZ36Q	GASTROINTESTINAL INFECTIONS WITHOUT INTERVENTIONS WITH CC SCORE 0 1	0	0	1
FZ37K	INFLAMMATORY BOWEL DISEASE WITH MULTIPLE INTERVENTIONS WITH CC SCORE 3	0	0	1
FZ37L	INFLAMMATORY BOWEL DISEASE WITH MULTIPLE INTERVENTIONS WITH CC SCORE 0 2	0	0	1
FZ37M	INFLAMMATORY BOWEL DISEASE WITH SINGLE INTERVENTION WITH CC SCORE 4	0	0	1
FZ37N	INFLAMMATORY BOWEL DISEASE WITH SINGLE INTERVENTION WITH CC SCORE 0 3	0	0	1
FZ37P	INFLAMMATORY BOWEL DISEASE WITHOUT INTERVENTIONS WITH CC SCORE 5	0	0	1
FZ37Q	INFLAMMATORY BOWEL DISEASE WITHOUT INTERVENTIONS WITH CC SCORE 3 4	0	0	1
FZ37R	INFLAMMATORY BOWEL DISEASE WITHOUT INTERVENTIONS WITH CC SCORE 1 2	0	0	1
FZ37S	INFLAMMATORY BOWEL DISEASE WITHOUT INTERVENTIONS WITH CC SCORE 0	0	0	1
FZ38G	GASTROINTESTINAL BLEED WITH MULTIPLE INTERVENTIONS WITH CC SCORE 5	0	0	1
FZ38H	GASTROINTESTINAL BLEED WITH MULTIPLE INTERVENTIONS WITH CC SCORE 0 4	0	0	1
FZ38J	GASTROINTESTINAL BLEED WITH SINGLE INTERVENTION WITH CC SCORE 8	0	0	1
FZ38K	GASTROINTESTINAL BLEED WITH SINGLE INTERVENTION WITH CC SCORE 5 7	0	0	1
FZ38L	GASTROINTESTINAL BLEED WITH SINGLE INTERVENTION WITH CC SCORE 0 4	0	0	1
FZ38M	GASTROINTESTINAL BLEED WITHOUT INTERVENTIONS WITH CC SCORE 9	0	0	1
FZ38N	GASTROINTESTINAL BLEED WITHOUT INTERVENTIONS WITH CC SCORE 5 8	0	0	1
FZ38P	GASTROINTESTINAL BLEED WITHOUT INTERVENTIONS WITH CC SCORE 0 4	0	0	1
FZ42A	WIRELESS CAPSULE ENDOSCOPY 19 YEARS AND OVER	0	0	1
FZ42B	WIRELESS CAPSULE ENDOSCOPY 18 YEARS AND UNDER	0	0	1
FZ43B	NON MALIGNANT STOMACH OR DUODENUM DISORDERS WITH LENGTH OF STAY 2 DAYS OR MORE WITHOUT MAJOR CC	0	0	1
FZ45B	NON MALIGNANT LARGE INTESTINAL DISORDERS WITH LENGTH OF STAY 2 DAYS OR MORE WITHOUT MAJOR CC	0	0	1
FZ49D	NUTRITIONAL DISORDERS WITH INTERVENTIONS WITH CC SCORE 2	0	0	1
FZ49E	NUTRITIONAL DISORDERS WITH INTERVENTIONS WITH CC SCORE 0 1	0	0	1
FZ49F	NUTRITIONAL DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 6	0	0	1
FZ49G	NUTRITIONAL DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 2 5	0	0	1
FZ49H	NUTRITIONAL DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 0 1	0	0	1
FZ50Z	INTERMEDIATE LARGE INTESTINE PROCEDURES 19 YEARS AND OVER	0	0	1
FZ51Z	DIAGNOSTIC COLONOSCOPY 19 YEARS AND OVER	0	0	1
FZ52Z	DIAGNOSTIC COLONOSCOPY WITH BIOPSY 19 YEARS AND OVER	0	0	1
FZ53Z	THERAPEUTIC COLONOSCOPY 19 YEARS AND OVER	0	0	1
FZ54Z	DIAGNOSTIC FLEXIBLE SIGMOIDOSCOPY 19 YEARS AND OVER	0	0	1
FZ55Z	DIAGNOSTIC FLEXIBLE SIGMOIDOSCOPY WITH BIOPSY 19 YEARS AND OVER	0	0	1
FZ56Z	THERAPEUTIC FLEXIBLE SIGMOIDOSCOPY 19 YEARS AND OVER	0	0	1
FZ57Z	"DIAGNOSTIC OR THERAPEUTIC, RIGID SIGMOIDOSCOPY 19 YEARS AND OVER"	0	0	1
FZ58A	"ENDOSCOPIC OR INTERMEDIATE, LOWER GASTROINTESTINAL TRACT PROCEDURES, BETWEEN 2 AND 18 YEARS"	0	0	1
FZ58B	"ENDOSCOPIC OR INTERMEDIATE, LOWER GASTROINTESTINAL TRACT PROCEDURES, 1 YEAR AND UNDER"	0	0	1
FZ59Z	INTERMEDIATE UPPER GASTROINTESTINAL TRACT PROCEDURES 19 YEARS AND OVER	0	0	1
FZ60Z	DIAGNOSTIC ENDOSCOPIC UPPER GASTROINTESTINAL TRACT PROCEDURES 19 YEARS AND OVER	0	0	1
FZ61Z	DIAGNOSTIC ENDOSCOPIC UPPER GASTROINTESTINAL TRACT PROCEDURES WITH BIOPSY 19 YEARS AND OVER	0	0	1
FZ62A	"ENDOSCOPIC OR INTERMEDIATE, UPPER GASTROINTESTINAL TRACT PROCEDURES, BETWEEN 2 AND 18 YEARS"	0	0	1
FZ62B	"ENDOSCOPIC OR INTERMEDIATE, UPPER GASTROINTESTINAL TRACT PROCEDURES, 1 YEAR AND UNDER"	0	0	1
FZ63Z	COMBINED UPPER AND LOWER GASTROINTESTINAL TRACT DIAGNOSTIC ENDOSCOPIC PROCEDURES	0	0	1
FZ64A	COMBINED UPPER AND LOWER GASTROINTESTINAL TRACT DIAGNOSTIC ENDOSCOPIC PROCEDURES WITH BIOPSY 19 YEARS AND OVER	0	0	1
FZ64B	COMBINED UPPER AND LOWER GASTROINTESTINAL TRACT DIAGNOSTIC ENDOSCOPIC PROCEDURES WITH BIOPSY 18 YEARS AND UNDER	0	0	1
FZ65Z	COMBINED UPPER AND LOWER GASTROINTESTINAL TRACT THERAPEUTIC ENDOSCOPIC PROCEDURES	0	0	1
FZ66C	VERY MAJOR SMALL INTESTINE PROCEDURES 19 YEARS AND OVER WITH CC SCORE 8	0	0	1
FZ66D	VERY MAJOR SMALL INTESTINE PROCEDURES 19 YEARS AND OVER WITH CC SCORE 5 7	0	0	1
FZ66E	VERY MAJOR SMALL INTESTINE PROCEDURES 19 YEARS AND OVER WITH CC SCORE 2 4	0	0	1
FZ66F	VERY MAJOR SMALL INTESTINE PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0 1	0	0	1
FZ67C	MAJOR SMALL INTESTINE PROCEDURES 19 YEARS AND OVER WITH CC SCORE 7	0	0	1
FZ67D	MAJOR SMALL INTESTINE PROCEDURES 19 YEARS AND OVER WITH CC SCORE 4 6	0	0	1
FZ67E	MAJOR SMALL INTESTINE PROCEDURES 19 YEARS AND OVER WITH CC SCORE 2 3	0	0	1
FZ67F	MAJOR SMALL INTESTINE PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0 1	0	0	1
FZ68G	"VERY MAJOR OR MAJOR, SMALL INTESTINE PROCEDURES, BETWEEN 2 AND 18 YEARS WITH CC SCORE 2"	0	0	1
FZ68H	"VERY MAJOR OR MAJOR, SMALL INTESTINE PROCEDURES, BETWEEN 2 AND 18 YEARS WITH CC SCORE 0 1"	0	0	1
FZ68J	"VERY MAJOR OR MAJOR, SMALL INTESTINE PROCEDURES, 1 YEAR AND UNDER WITH CC SCORE 3"	0	0	1
FZ68K	"VERY MAJOR OR MAJOR, SMALL INTESTINE PROCEDURES, 1 YEAR AND UNDER WITH CC SCORE 1 2"	0	0	1
FZ68L	"VERY MAJOR OR MAJOR, SMALL INTESTINE PROCEDURES, 1 YEAR AND UNDER WITH CC SCORE 0"	0	0	1
FZ69B	COMPLEX SMALL INTESTINE PROCEDURES 18 YEARS AND UNDER	0	0	1
FZ69C	COMPLEX SMALL INTESTINE PROCEDURES 19 YEARS AND OVER WITH CC SCORE 7	0	0	1
FZ69D	COMPLEX SMALL INTESTINE PROCEDURES 19 YEARS AND OVER WITH CC SCORE 3 6	0	0	1
FZ69E	COMPLEX SMALL INTESTINE PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0 2	0	0	1
FZ70Z	THERAPEUTIC ENDOSCOPIC UPPER GASTROINTESTINAL TRACT PROCEDURES 19 YEARS AND OVER	0	0	1
FZ71D	ENDOSCOPIC INSERTION OF LUMINAL STENT INTO GASTROINTESTINAL TRACT WITH CC SCORE 7+	0	0	1
FZ71E	ENDOSCOPIC INSERTION OF LUMINAL STENT INTO GASTROINTESTINAL TRACT WITH CC SCORE 4 6	0	0	1
FZ71F	ENDOSCOPIC INSERTION OF LUMINAL STENT INTO GASTROINTESTINAL TRACT WITH CC SCORE 1 3	0	0	1
FZ71G	ENDOSCOPIC INSERTION OF LUMINAL STENT INTO GASTROINTESTINAL TRACT WITH CC SCORE 0	0	0	1
FZ73C	VERY COMPLEX LARGE INTESTINE PROCEDURES WITH CC SCORE 9+	0	0	1
FZ73D	VERY COMPLEX LARGE INTESTINE PROCEDURES WITH CC SCORE 6 8	0	0	1
FZ73E	VERY COMPLEX LARGE INTESTINE PROCEDURES WITH CC SCORE 3 5	0	0	1
FZ73F	VERY COMPLEX LARGE INTESTINE PROCEDURES WITH CC SCORE 0 2	0	0	1
FZ74C	COMPLEX LARGE INTESTINE PROCEDURES 19 YEARS AND OVER WITH CC SCORE 9	0	0	1
FZ74D	COMPLEX LARGE INTESTINE PROCEDURES 19 YEARS AND OVER WITH CC SCORE 6 8	0	0	1
FZ74E	COMPLEX LARGE INTESTINE PROCEDURES 19 YEARS AND OVER WITH CC SCORE 3 5	0	0	1
FZ74F	COMPLEX LARGE INTESTINE PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0 2	0	0	1
FZ75C	PROXIMAL COLON PROCEDURES 19 YEARS AND OVER WITH CC SCORE 6	0	0	1
FZ75D	PROXIMAL COLON PROCEDURES 19 YEARS AND OVER WITH CC SCORE 3 5	0	0	1
FZ75E	PROXIMAL COLON PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0 2	0	0	1
FZ76C	DISTAL COLON PROCEDURES 19 YEARS AND OVER WITH CC SCORE 3	0	0	1
FZ76D	DISTAL COLON PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0 2	0	0	1
FZ77C	MAJOR LARGE INTESTINE PROCEDURES 19 YEARS AND OVER WITH CC SCORE 3	0	0	1
FZ77D	MAJOR LARGE INTESTINE PROCEDURES 19 YEARS AND OVER WITH CC SCORE 1 2	0	0	1
FZ77E	MAJOR LARGE INTESTINE PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0	0	0	1
FZ78A	"COMPLEX OR MAJOR, LARGE INTESTINE PROCEDURES, BETWEEN 2 AND 18 YEARS WITH CC SCORE 1"	0	0	1
FZ78B	"COMPLEX OR MAJOR, LARGE INTESTINE PROCEDURES, BETWEEN 2 AND 18 YEARS WITH CC SCORE 0"	0	0	1
FZ78C	"COMPLEX OR MAJOR, LARGE INTESTINE PROCEDURES, 1 YEAR AND UNDER WITH CC SCORE 1"	0	0	1
FZ78D	"COMPLEX OR MAJOR, LARGE INTESTINE PROCEDURES, 1 YEAR AND UNDER WITH CC SCORE 0"	0	0	1
FZ79C	COMPLEX GENERAL ABDOMINAL PROCEDURES WITH CC SCORE 6+	0	0	1
FZ79D	COMPLEX GENERAL ABDOMINAL PROCEDURES WITH CC SCORE 3 5	0	0	1
FZ79E	COMPLEX GENERAL ABDOMINAL PROCEDURES WITH CC SCORE 0 2	0	0	1
FZ80C	"VERY COMPLEX, OESOPHAGEAL, STOMACH OR DUODENUM PROCEDURES 19 YEARS AND OVER WITH CC SCORE 6"	0	0	1
FZ80D	"VERY COMPLEX, OESOPHAGEAL, STOMACH OR DUODENUM PROCEDURES 19 YEARS AND OVER WITH CC SCORE 3 5"	0	0	1
FZ80E	"VERY COMPLEX, OESOPHAGEAL, STOMACH OR DUODENUM PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0 2"	0	0	1
FZ81C	"COMPLEX, OESOPHAGEAL, STOMACH OR DUODENUM PROCEDURES 19 YEARS AND OVER WITH CC SCORE 4"	0	0	1
FZ81D	"COMPLEX, OESOPHAGEAL, STOMACH OR DUODENUM PROCEDURES 19 YEARS AND OVER WITH CC SCORE 2 3"	0	0	1
FZ81E	"COMPLEX, OESOPHAGEAL, STOMACH OR DUODENUM PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0 1"	0	0	1
FZ82C	"VERY COMPLEX OR COMPLEX, OESOPHAGEAL, STOMACH OR DUODENUM PROCEDURES 18 YEARS AND UNDER WITH CC SCORE 2"	0	0	1
FZ82D	"VERY COMPLEX OR COMPLEX, OESOPHAGEAL, STOMACH OR DUODENUM PROCEDURES 18 YEARS AND UNDER WITH CC SCORE 0 1"	0	0	1
FZ83C	"MAJOR, OESOPHAGEAL, STOMACH OR DUODENUM PROCEDURES, BETWEEN 2 AND 18 YEARS WITH CC SCORE 1"	0	0	1
FZ83D	"MAJOR, OESOPHAGEAL, STOMACH OR DUODENUM PROCEDURES, BETWEEN 2 AND 18 YEARS WITH CC SCORE 0"	0	0	1
FZ83E	"MAJOR, OESOPHAGEAL, STOMACH OR DUODENUM PROCEDURES, 1 YEAR AND UNDER WITH CC SCORE 1"	0	0	1
FZ83F	"MAJOR, OESOPHAGEAL, STOMACH OR DUODENUM PROCEDURES, 1 YEAR AND UNDER WITH CC SCORE 0"	0	0	1
FZ83G	"MAJOR, OESOPHAGEAL, STOMACH OR DUODENUM PROCEDURES 19 YEARS AND OVER WITH CC SCORE 7"	0	0	1
FZ83H	"MAJOR, OESOPHAGEAL, STOMACH OR DUODENUM PROCEDURES 19 YEARS AND OVER WITH CC SCORE 4 6"	0	0	1
FZ83J	"MAJOR, OESOPHAGEAL, STOMACH OR DUODENUM PROCEDURES 19 YEARS AND OVER WITH CC SCORE 2 3"	0	0	1
FZ83K	"MAJOR, OESOPHAGEAL, STOMACH OR DUODENUM PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0 1"	0	0	1
FZ84Z	STOMACH BYPASS PROCEDURES FOR OBESITY 19 YEARS AND OVER	0	0	1
FZ85Z	RESTRICTIVE STOMACH PROCEDURES FOR OBESITY	0	0	1
